subslice,acc_top,acc_complement,f1_top,f1_complement,loss_top,loss_complement
1,0.8214285714285714,0.9880952380952381,0.8387096774193549,0.988235294117647,11.010741382837296,0.016125804468174465
2,0.8452380952380952,0.9880952380952381,0.8470588235294119,0.988235294117647,8.293691769242287,0.016925122545217164
3,0.8928571428571429,0.9880952380952381,0.896551724137931,0.988235294117647,6.208590812981129,0.016846241953317076
4,0.9285714285714286,0.9880952380952381,0.9302325581395349,0.988235294117647,5.941059775650501,0.016072739206720144
5,0.9166666666666666,0.9761904761904762,0.9213483146067415,0.9761904761904762,5.080643642693758,0.016408222014433704
6,0.9285714285714286,0.9761904761904762,0.9302325581395349,0.9761904761904762,4.68635069578886,0.01712402413249947
7,0.9523809523809523,0.9761904761904762,0.9545454545454545,0.9761904761904762,4.106195650994778,0.018074405641527846
8,0.9761904761904762,0.9761904761904762,0.9767441860465117,0.9761904761904762,3.2068960927426815,0.019405045415624045
9,0.9761904761904762,0.9761904761904762,0.9767441860465117,0.9761904761904762,2.9029261469841003,0.017487878023530357
10,0.9880952380952381,0.9761904761904762,0.988235294117647,0.9761904761904762,2.632218435406685,0.01744139177026227
