accuracy,loss
0.7916666865348816,6.964239686727524
0.7083333134651184,7.547100484371185
0.5,7.356307536363602
0.5833333134651184,8.069444954395294
0.7708333134651184,6.60052627325058
0.5625,7.9803786277771
0.6458333134651184,7.7374056577682495
0.5625,7.224597185850143
0.6458333134651184,7.834101617336273
0.5833333134651184,8.100549161434174
0.5833333134651184,8.031958520412445
0.5833333134651184,8.11086767911911
0.5625,7.709064304828644
0.5833333134651184,8.093938708305359
0.625,7.5461902022361755
0.5833333134651184,8.0770663022995
0.5833333134651184,7.968291223049164
0.6458333134651184,7.858266115188599
0.5833333134651184,8.100431442260742
0.6666666865348816,7.769520699977875
0.5833333134651184,8.099451899528503
0.5416666865348816,7.972851037979126
0.5833333134651184,7.827879339456558
0.5833333134651184,8.061887741088867
0.5416666865348816,7.775174081325531
0.5833333134651184,8.083545446395874
0.5833333134651184,8.100943684577942
0.6875,5.875661104917526
0.6458333134651184,7.823028266429901
0.6458333134651184,6.977223485708237
0.5833333134651184,8.087254881858826
0.5833333134651184,8.072753548622131
0.6666666865348816,7.270238608121872
0.6041666865348816,7.526592671871185
0.5208333134651184,7.639918863773346
0.6041666865348816,7.392507374286652
0.6041666865348816,7.81092843413353
0.6041666865348816,7.754018247127533
0.6666666865348816,7.889687597751617
0.5833333134651184,8.07498949766159
0.5833333134651184,7.843723714351654
0.6875,8.01378220319748
0.5833333134651184,8.022673845291138
0.5833333134651184,8.086386382579803
0.8125,5.030338019132614
0.6041666865348816,8.037617444992065
0.6041666865348816,7.750201910734177
0.6041666865348816,7.82002180814743
0.6875,6.956911146640778
0.625,7.90182426571846
0.6041666865348816,7.241598904132843
0.6458333134651184,7.840446829795837
0.6041666865348816,7.710250079631805
0.6041666865348816,8.017202138900757
0.5833333134651184,8.034085929393768
0.5625,7.5638523399829865
0.5833333134651184,8.06341826915741
0.6041666865348816,7.869835078716278
0.7083333134651184,6.440645605325699
0.625,8.024488806724548
0.6041666865348816,8.065374553203583
0.7083333134651184,7.127992480993271
0.6041666865348816,7.54243266582489
0.625,7.843491405248642
0.625,7.8459073305130005
0.625,8.000890672206879
0.5833333134651184,8.034403502941132
0.5625,7.783670723438263
0.6875,7.21862518787384
0.5833333134651184,8.078110575675964
0.75,7.737990319728851
0.5833333134651184,8.080936908721924
0.625,6.979797959327698
0.6041666865348816,8.019865453243256
0.625,8.06245082616806
0.6041666865348816,8.033000707626343
0.5625,7.981172740459442
0.6041666865348816,7.958941757678986
0.5833333134651184,8.07276839017868
0.5833333134651184,8.108065485954285
0.5833333134651184,8.034198820590973
0.5833333134651184,8.099435806274414
0.5833333134651184,7.942010939121246
0.6458333134651184,7.464914888143539
0.5833333134651184,8.012743830680847
0.6875,7.2938582599163055
0.5833333134651184,8.088928997516632
0.5833333134651184,8.030801236629486
0.6041666865348816,8.02591347694397
0.5833333134651184,7.943535923957825
0.7083333134651184,7.837982714176178
0.5625,7.879235923290253
0.6666666865348816,8.049655437469482
0.5833333134651184,7.701843738555908
0.5833333134651184,7.231898128986359
0.6666666865348816,8.030833065509796
0.6875,7.031888008117676
0.5833333134651184,7.950394988059998
0.5833333134651184,8.100496411323547
0.6666666865348816,7.105475515127182
0.5833333134651184,8.070931553840637
0.6041666865348816,7.476897239685059
0.6458333134651184,7.892527461051941
0.5833333134651184,8.070227205753326
0.5833333134651184,8.084288001060486
0.625,7.8763163685798645
0.5208333134651184,7.720784813165665
0.6666666865348816,7.2155806720256805
0.5833333134651184,8.113419353961945
0.5833333134651184,7.837287724018097
0.5833333134651184,8.109666883945465
0.5833333134651184,7.818502187728882
0.5833333134651184,8.085018277168274
0.625,7.709412336349487
0.5833333134651184,8.090164422988892
0.6458333134651184,7.546449959278107
0.6666666865348816,6.8333263993263245
0.5208333134651184,7.8556824922561646
0.5833333134651184,8.085894048213959
0.5833333134651184,7.893066048622131
0.6041666865348816,7.6945242285728455
0.625,7.923591256141663
0.5833333134651184,8.0707728266716
0.5833333134651184,7.9966705441474915
0.5833333134651184,7.691067576408386
0.5833333134651184,8.053398430347443
0.5833333134651184,8.001015901565552
0.5625,7.957984089851379
0.5833333134651184,7.706176042556763
0.5625,7.995943069458008
0.4791666567325592,7.871966779232025
0.625,7.7821502685546875
0.5208333134651184,7.2619776129722595
0.5833333134651184,8.085585832595825
0.6041666865348816,7.391335994005203
0.6666666865348816,7.864083528518677
0.7083333134651184,7.397137999534607
0.5,7.722776263952255
0.6041666865348816,8.007360577583313
0.6666666865348816,7.619404435157776
0.5,7.891769468784332
0.625,8.127107918262482
0.7708333134651184,6.790942519903183
0.5833333134651184,7.799544036388397
