subslice,acc_top,acc_complement,f1_top,f1_complement,loss_top,loss_complement
1,0.8620689655172413,0.9913793103448276,0.8666666666666666,0.9914529914529915,12.742738842964172,0.020531288064375985
2,0.8879310344827587,0.9913793103448276,0.8925619834710743,0.9914529914529915,10.52742038667202,0.021663193765562028
3,0.9310344827586207,0.9913793103448276,0.9322033898305084,0.9914529914529915,8.249599039554596,0.019842683715978637
4,0.9224137931034483,0.9913793103448276,0.9243697478991596,0.9914529914529915,7.3091390281915665,0.020030824845889583
5,0.9396551724137931,0.9913793103448276,0.94017094017094,0.9914529914529915,6.781250296160579,0.02148097535246052
6,0.9568965517241379,0.9913793103448276,0.9572649572649573,0.9914529914529915,6.353429552167654,0.022678264867863618
7,0.9655172413793104,0.9913793103448276,0.9655172413793104,0.9914529914529915,6.2072234861552715,0.019111508398054866
8,0.9741379310344828,0.9913793103448276,0.9743589743589743,0.9914529914529915,6.088083904236555,0.020768020607647486
9,0.9741379310344828,0.9913793103448276,0.9743589743589743,0.9914529914529915,5.726035889238119,0.02243697360972874
10,0.9741379310344828,0.9913793103448276,0.9739130434782608,0.9914529914529915,5.696827823296189,0.023588859490700997
