accuracy,f1,loss
0.6530612244897959,0.6666666666666666,24.8671857714653
0.6802721088435374,0.7044025157232705,24.007129907608032
0.6394557823129252,0.6900584795321637,24.384097695350647
0.5918367346938775,0.6385542168674699,24.524148166179657
0.7142857142857143,0.7236842105263158,23.788191378116608
0.5714285714285714,0.64,25.25294041633606
0.5782312925170068,0.6666666666666666,25.430784165859222
0.6598639455782312,0.6875000000000001,24.669884860515594
0.5510204081632653,0.6024096385542169,24.67176777124405
0.5170068027210885,0.6570048309178743,25.54203498363495
0.5238095238095238,0.6354166666666667,25.45395791530609
0.5170068027210885,0.6602870813397129,25.588056981563568
0.6258503401360545,0.6783625730994152,24.424385488033295
0.54421768707483,0.6940639269406392,25.597331821918488
0.6054421768707483,0.6375,24.92395916581154
0.5510204081632653,0.6292134831460674,25.431296348571777
0.5850340136054422,0.5960264900662251,24.5966075360775
0.5986394557823129,0.6666666666666666,25.45158940553665
0.4965986394557823,0.6145833333333334,25.433910489082336
0.5238095238095238,0.5977011494252873,25.29878854751587
0.5238095238095238,0.6195652173913043,25.44418102502823
0.6054421768707483,0.6704545454545454,24.813971906900406
0.5918367346938775,0.7000000000000001,25.569450616836548
0.5238095238095238,0.5882352941176471,25.494085609912872
0.4489795918367347,0.5149700598802396,25.32294076681137
0.6122448979591837,0.6918918918918919,25.51952487230301
0.5578231292517006,0.6948356807511736,25.59386795759201
0.7210884353741497,0.760233918128655,19.722629696130753
0.5374149659863946,0.5952380952380952,24.41683804988861
0.6462585034013606,0.6749999999999999,23.487136244773865
0.564625850340136,0.68,25.5433669090271
0.42857142857142855,0.5227272727272727,25.387904465198517
0.7006802721088435,0.7142857142857143,23.104522168636322
0.5510204081632653,0.5975609756097561,24.92217594385147
0.7346938775510204,0.7515923566878983,23.899811923503876
0.5238095238095238,0.5930232558139535,23.279665142297745
0.5918367346938775,0.6551724137931034,24.795271545648575
0.5374149659863946,0.6091954022988505,25.30197113752365
0.564625850340136,0.6000000000000001,24.904390037059784
0.48299319727891155,0.5308641975308641,25.117791175842285
0.46938775510204084,0.5411764705882353,25.38510811328888
0.5850340136054422,0.6903553299492385,25.589518129825592
0.5102040816326531,0.6571428571428571,25.561194479465485
0.5102040816326531,0.5764705882352942,25.227945685386658
0.7619047619047619,0.7826086956521738,17.507679864764214
0.5102040816326531,0.6697247706422018,25.589146375656128
0.6666666666666666,0.703030303030303,24.44561243057251
0.5306122448979592,0.6532663316582914,25.57153695821762
0.7414965986394558,0.7625,22.441568821668625
0.5850340136054422,0.6666666666666667,25.488945484161377
0.5374149659863946,0.580246913580247,23.91011819243431
0.5578231292517006,0.5911949685534591,24.5942165851593
0.5578231292517006,0.6198830409356726,24.884805619716644
0.6394557823129252,0.6900584795321637,25.283533215522766
0.5850340136054422,0.6432748538011696,25.454164028167725
0.6598639455782312,0.6875000000000001,24.21785455942154
0.564625850340136,0.7037037037037037,25.58727526664734
0.48299319727891155,0.6041666666666666,25.52965784072876
0.7210884353741497,0.7388535031847133,21.47999021410942
0.5850340136054422,0.659217877094972,25.32022112607956
0.5986394557823129,0.670391061452514,25.330224096775055
0.5782312925170068,0.6124999999999999,24.370761215686798
0.6598639455782312,0.6794871794871796,22.34066766500473
0.5102040816326531,0.52,24.78693723678589
0.5850340136054422,0.6163522012578616,24.788866221904755
0.6054421768707483,0.6506024096385542,25.114463925361633
0.6054421768707483,0.6627906976744186,25.305132627487183
0.5238095238095238,0.6875000000000001,25.603692531585693
0.6394557823129252,0.6624203821656051,24.20655131340027
0.5510204081632653,0.6886792452830189,25.58782559633255
0.5578231292517006,0.6060606060606061,25.05869883298874
0.5306122448979592,0.6011560693641618,25.329163193702698
0.6258503401360545,0.6783625730994152,24.46744230389595
0.5510204081632653,0.5822784810126583,24.99406325817108
0.5918367346938775,0.6470588235294118,25.45278662443161
0.564625850340136,0.623529411764706,25.382377445697784
0.54421768707483,0.6794258373205742,25.592611134052277
0.6054421768707483,0.6666666666666666,24.743539571762085
0.5238095238095238,0.6875000000000001,25.607197046279907
0.5238095238095238,0.6354166666666667,25.48216551542282
0.5034013605442177,0.6137566137566138,25.53010642528534
0.6122448979591837,0.6850828729281767,25.48445451259613
0.5102040816326531,0.5862068965517242,25.17428421974182
0.6258503401360545,0.6625766871165645,24.77487999200821
0.5238095238095238,0.6875000000000001,25.607943415641785
0.6938775510204082,0.7058823529411765,22.201289027929306
0.6394557823129252,0.6826347305389222,25.32807755470276
0.5374149659863946,0.6909090909090909,25.59025901556015
0.54421768707483,0.5988023952095809,25.003982841968536
0.5714285714285714,0.6272189349112427,25.27552479505539
0.6258503401360545,0.6706586826347306,25.122242629528046
0.5986394557823129,0.6508875739644971,25.38293159008026
0.4965986394557823,0.5978260869565216,25.494482100009918
0.5986394557823129,0.6289308176100628,24.01425066590309
0.6054421768707483,0.646341463414634,23.895366430282593
0.5714285714285714,0.6769230769230768,25.527760326862335
0.6054421768707483,0.6419753086419754,23.91862228512764
0.5238095238095238,0.6601941747572817,25.566894590854645
0.5034013605442177,0.5966850828729283,25.28979068994522
0.5986394557823129,0.6508875739644971,24.666250467300415
0.5102040816326531,0.6326530612244899,25.465858161449432
0.6666666666666666,0.6838709677419355,22.39527153968811
0.6326530612244898,0.6707317073170731,24.570423543453217
0.5578231292517006,0.6060606060606061,24.891439020633698
0.6258503401360545,0.6583850931677019,24.648750066757202
0.46258503401360546,0.572972972972973,25.48634684085846
0.5034013605442177,0.5875706214689266,25.480769097805023
0.6258503401360545,0.6583850931677019,23.718781173229218
0.5782312925170068,0.6555555555555557,25.445098519325256
0.46258503401360546,0.5775401069518716,25.547141015529633
0.48299319727891155,0.62,25.554593443870544
0.5510204081632653,0.6944444444444445,25.590028643608093
0.5374149659863946,0.6565656565656566,25.511832177639008
0.6870748299319728,0.7012987012987013,22.732795029878616
0.5918367346938775,0.6511627906976745,25.467397212982178
0.7142857142857143,0.7374999999999999,21.99030178785324
0.6666666666666666,0.7167630057803468,23.68399938941002
0.5578231292517006,0.6859903381642511,25.569386959075928
0.5510204081632653,0.6333333333333333,25.423985302448273
0.5306122448979592,0.5868263473053892,25.35920375585556
0.5850340136054422,0.6064516129032258,24.39973020553589
0.5306122448979592,0.6567164179104477,25.55051952600479
0.6530612244897959,0.7017543859649122,24.23724001646042
0.6462585034013606,0.6829268292682927,25.230763137340546
0.5850340136054422,0.6163522012578616,23.71948030591011
0.6598639455782312,0.7282608695652173,25.451750338077545
0.54421768707483,0.588957055214724,24.90578255057335
0.5034013605442177,0.6054054054054054,25.314493119716644
0.564625850340136,0.6000000000000001,24.03484046459198
0.5986394557823129,0.6424242424242423,24.67862632870674
0.5578231292517006,0.656084656084656,25.540450513362885
0.6394557823129252,0.6624203821656051,22.908641129732132
0.6258503401360545,0.6783625730994152,23.40440660715103
0.5578231292517006,0.6285714285714286,25.401219189167023
0.6190476190476191,0.6585365853658537,24.81595778465271
0.6190476190476191,0.6585365853658537,25.069817304611206
0.5102040816326531,0.5384615384615384,23.84255051612854
0.5578231292517006,0.656084656084656,25.393234312534332
0.5034013605442177,0.5575757575757576,25.284710109233856
0.6054421768707483,0.6506024096385542,23.579198598861694
0.6258503401360545,0.6745562130177515,24.912708282470703
0.5102040816326531,0.5862068965517242,25.480063498020172
0.6190476190476191,0.6363636363636364,22.503656268119812
0.673469387755102,0.7272727272727274,24.464246839284897
0.46938775510204084,0.5714285714285714,25.48658949136734
0.6054421768707483,0.618421052631579,24.691345244646072
0.5510204081632653,0.6333333333333333,25.498687744140625
0.6870748299319728,0.7012987012987013,23.763615548610687
0.6666666666666666,0.6878980891719745,24.08759182691574
0.5170068027210885,0.6570048309178743,25.57450360059738
0.5238095238095238,0.6875000000000001,25.601449131965637
0.5714285714285714,0.6557377049180327,25.509920179843903
0.6802721088435374,0.7080745341614907,24.402538925409317
0.5238095238095238,0.6875000000000001,25.601092219352722
0.6666666666666666,0.703030303030303,24.6625035405159
0.5714285714285714,0.64,25.333797693252563
0.5714285714285714,0.6735751295336787,25.536571443080902
0.5918367346938775,0.6551724137931034,25.334093749523163
0.564625850340136,0.6862745098039216,25.495307326316833
0.6054421768707483,0.6375,22.77476954460144
0.5306122448979592,0.5714285714285715,25.057700037956238
0.6462585034013606,0.6749999999999999,24.08897429704666
0.6122448979591837,0.6586826347305389,25.10650932788849
0.5986394557823129,0.6424242424242423,25.482981383800507
0.5306122448979592,0.6101694915254237,25.425205171108246
0.5850340136054422,0.6211180124223602,25.10090535879135
