subslice,acc_top,acc_complement,f1_top,f1_complement,loss_top,loss_complement
10,0.9741379310344828,0.9913793103448276,0.9739130434782608,0.9914529914529915,5.694335702806711,0.022622739998041652
20,0.9482758620689655,0.9913793103448276,0.9473684210526316,0.9914529914529915,3.5964087545871735,0.02345217221954954
30,0.9396551724137931,0.9913793103448276,0.9380530973451328,0.9914529914529915,2.6130518382415175,0.022988346048805397
40,0.9396551724137931,0.9913793103448276,0.9380530973451328,0.9914529914529915,2.1513724247924984,0.026649880011973437
50,0.9655172413793104,0.9913793103448276,0.9655172413793104,0.9914529914529915,1.7722558893729001,0.027416823497333098
60,0.9568965517241379,0.9913793103448276,0.9565217391304347,0.9914529914529915,1.587479081004858,0.028255445569811855
70,0.9568965517241379,0.9913793103448276,0.9565217391304347,0.9914529914529915,1.3693593256175518,0.02850989809667226
80,0.9396551724137931,0.9913793103448276,0.9380530973451328,0.9914529914529915,1.1710600650403649,0.02872720285813557
90,0.9396551724137931,0.9913793103448276,0.9380530973451328,0.9914529914529915,0.8157915386836976,0.032524671776627656
100,0.9568965517241379,0.9913793103448276,0.9565217391304347,0.9914529914529915,0.7354164007119834,0.03377681053825654
