subslice,acc_top,acc_complement,f1_top,f1_complement,loss_top,loss_complement
100,1.0,0.95,1.0,0.9473684210526316,0.0774041311815381,0.005100410606246442
200,1.0,0.85,1.0,0.8235294117647058,0.023361727129667997,0.008210455416701734
300,1.0,0.825,1.0,0.787878787878788,0.012854141095886007,0.014570545754395425
400,1.0,0.775,1.0,0.7096774193548387,0.009353525412734598,0.02473466459196061
