subslice,acc_top,acc_complement,f1_top,f1_complement,loss_top,loss_complement
185,0.975,1.0,0.9743589743589743,1.0,0.02513897162862122,0.004695666910265572
190,0.975,1.0,0.9743589743589743,1.0,0.022520343773066998,0.004764750396134332
195,0.975,1.0,0.9743589743589743,1.0,0.021050116862170398,0.005266116524580866
200,0.975,1.0,0.9743589743589743,1.0,0.02105206740088761,0.005787227622931823
205,0.975,1.0,0.9743589743589743,1.0,0.018771801725961268,0.005251969821983948
210,0.975,1.0,0.9743589743589743,1.0,0.020346408360637724,0.005399559420766309
215,0.975,1.0,0.9743589743589743,1.0,0.018842108082026243,0.005700497451471165
220,0.975,1.0,0.9743589743589743,1.0,0.01878517522709444,0.005668801430147141
225,0.975,1.0,0.9743589743589743,1.0,0.018654872896149755,0.00476904671813827
230,0.975,1.0,0.9743589743589743,1.0,0.0172486191149801,0.0059083738015033305
235,0.975,1.0,0.9743589743589743,1.0,0.017428947146981955,0.005983252078294754
240,0.975,1.0,0.9743589743589743,1.0,0.015579996455926448,0.005605735816061497
245,0.975,1.0,0.9743589743589743,1.0,0.018816218827851117,0.005586181476246566
250,0.975,1.0,0.9743589743589743,1.0,0.01656750717666,0.0057345544337295
255,0.975,1.0,0.9743589743589743,1.0,0.017133796704001725,0.006075168523238972
260,0.975,1.0,0.9743589743589743,1.0,0.015158123685978353,0.006042089094989933
265,1.0,1.0,1.0,1.0,0.014943065121769905,0.005945680306467693
270,1.0,1.0,1.0,1.0,0.015548916417174041,0.0068131448642816395
275,1.0,1.0,1.0,1.0,0.015895066899247468,0.006375623925123364
280,1.0,1.0,1.0,1.0,0.013524210546165705,0.006896349252201617
285,1.0,1.0,1.0,1.0,0.013625144376419485,0.00641125014226418
290,1.0,1.0,1.0,1.0,0.011638624535407871,0.007016745410510339
295,1.0,1.0,1.0,1.0,0.013032684160862118,0.00686806213343516
300,1.0,1.0,1.0,1.0,0.012970105628482997,0.0072878950159065425
305,1.0,1.0,1.0,1.0,0.012357098166830838,0.006827073113527149
310,1.0,1.0,1.0,1.0,0.01225499773863703,0.00660791972768493
315,1.0,1.0,1.0,1.0,0.012013255676720291,0.007131739141186699
320,1.0,1.0,1.0,1.0,0.011606291373027489,0.00725005948334001
325,1.0,1.0,1.0,1.0,0.011708245059708133,0.007559012621641159
330,1.0,1.0,1.0,1.0,0.012190054025268182,0.007454974926076829
335,1.0,1.0,1.0,1.0,0.010598336026305333,0.007850766254705377
340,1.0,1.0,1.0,1.0,0.009982358518755063,0.008057848375756294
345,1.0,1.0,1.0,1.0,0.01175763801438734,0.008961841609561816
350,1.0,1.0,1.0,1.0,0.010848454141523689,0.00862256734399125
355,1.0,1.0,1.0,1.0,0.009468072385061532,0.008349331648787484
360,1.0,1.0,1.0,1.0,0.009580976387951523,0.008083690714556724
365,1.0,1.0,1.0,1.0,0.00944042784976773,0.008778513903962448
370,1.0,1.0,1.0,1.0,0.010084434150485322,0.009535467601381242
375,1.0,1.0,1.0,1.0,0.009685846860520542,0.008590116864070296
380,1.0,1.0,1.0,1.0,0.008989750931505114,0.008904863556381315
385,1.0,1.0,1.0,1.0,0.010326158255338669,0.009449509932892397
390,1.0,1.0,1.0,1.0,0.009049651271197945,0.009493288758676499
395,1.0,1.0,1.0,1.0,0.008541978080756962,0.008889932447345927
400,1.0,1.0,1.0,1.0,0.00942850299179554,0.009285414387704805
