accuracy,f1,loss
0.625,0.6666666666666665,6.930760443210602
0.525,0.6274509803921569,6.932671427726746
0.8,0.8181818181818182,6.0602222084999084
0.65,0.65,6.114062011241913
0.625,0.5945945945945946,6.638683080673218
0.575,0.6222222222222222,6.925239622592926
0.525,0.5365853658536585,6.903867304325104
0.525,0.5365853658536585,6.9433504939079285
0.475,0.5116279069767442,6.909122049808502
0.6,0.6666666666666666,6.929572224617004
0.55,0.608695652173913,6.610954821109772
0.525,0.5957446808510639,6.573963403701782
0.55,0.5714285714285713,6.703874170780182
0.725,0.7441860465116279,6.39559143781662
0.825,0.8205128205128205,5.165419280529022
0.7,0.7,5.8925681710243225
0.7,0.7391304347826088,5.951958864927292
0.6,0.5789473684210527,6.369004487991333
0.4,0.4000000000000001,6.905917942523956
0.475,0.3225806451612903,6.923907279968262
0.5,0.5,6.822115242481232
0.675,0.6829268292682926,6.016833782196045
0.7,0.7,6.353599846363068
0.675,0.7111111111111111,6.00056254863739
0.775,0.7804878048780488,5.0551261603832245
0.8,0.8000000000000002,5.746229916810989
0.875,0.8837209302325583,4.315065264701843
0.675,0.6829268292682926,6.342722535133362
0.65,0.6818181818181818,5.95882460474968
0.625,0.6511627906976744,6.638231575489044
0.4,0.33333333333333326,6.8531259298324585
0.675,0.6829268292682926,6.261744737625122
0.725,0.7317073170731706,5.51886123418808
0.825,0.8292682926829269,4.853722989559174
0.6,0.6,5.842789381742477
0.575,0.6046511627906976,6.928108036518097
0.575,0.5853658536585366,6.8361746072769165
0.675,0.6666666666666667,6.477788627147675
0.6,0.6190476190476191,6.756416499614716
0.575,0.6382978723404256,6.93080461025238
0.725,0.7555555555555556,5.19583922624588
0.5,0.4444444444444445,6.930963218212128
0.525,0.5581395348837209,6.837939441204071
0.575,0.5641025641025641,6.44367378950119
0.55,0.55,6.872770965099335
0.625,0.6341463414634146,6.661163091659546
0.425,0.37837837837837834,6.87387228012085
0.525,0.5128205128205129,6.906494677066803
0.675,0.6976744186046512,4.880947679281235
0.55,0.608695652173913,6.920986175537109
0.55,0.55,6.927663624286652
0.675,0.6666666666666667,6.034601092338562
0.6,0.6,5.744349658489227
0.55,0.5909090909090908,6.8889278173446655
0.55,0.55,6.930177688598633
0.575,0.5142857142857143,6.608369886875153
0.8,0.8095238095238095,5.4004866778850555
0.7,0.7142857142857143,6.257190763950348
0.625,0.5945945945945946,6.8161346316337585
0.375,0.3243243243243243,6.925103604793549
0.675,0.6486486486486486,5.525592803955078
0.575,0.6666666666666665,6.932989597320557
0.575,0.5405405405405405,6.66078507900238
0.75,0.761904761904762,5.560508966445923
0.75,0.761904761904762,4.369919419288635
0.75,0.7727272727272727,5.205859571695328
0.7,0.7142857142857143,6.536176085472107
0.5,0.4444444444444445,6.929392755031586
0.525,0.5581395348837209,6.8667861223220825
0.375,0.358974358974359,6.918756365776062
0.45,0.38888888888888884,6.863533079624176
0.575,0.5641025641025641,6.860227346420288
0.675,0.6666666666666667,6.652018964290619
0.675,0.723404255319149,6.418946623802185
0.825,0.8292682926829269,6.742709159851074
0.6,0.6190476190476191,6.651812970638275
0.425,0.46511627906976744,6.896814525127411
0.775,0.7999999999999999,5.605965256690979
0.525,0.5128205128205129,6.929058730602264
0.6,0.5789473684210527,6.854579448699951
0.625,0.5945945945945946,5.929431915283203
0.55,0.5714285714285713,6.739590227603912
0.55,0.55,6.874386787414551
0.725,0.7555555555555556,6.814572989940643
0.675,0.6829268292682926,6.561554968357086
0.65,0.65,6.87528669834137
0.5,0.5833333333333334,6.86450582742691
0.8,0.8000000000000002,5.10204216837883
0.775,0.7804878048780488,6.009059727191925
0.675,0.723404255319149,6.893171072006226
0.575,0.6666666666666665,6.916555941104889
0.65,0.631578947368421,6.3669485449790955
0.875,0.8780487804878048,4.478612720966339
0.65,0.631578947368421,6.562093257904053
0.675,0.6486486486486486,6.612673103809357
0.6,0.68,6.9317086935043335
0.825,0.8108108108108107,4.89698138833046
0.675,0.6666666666666667,6.2238675355911255
0.8,0.8000000000000002,5.032371938228607
0.75,0.7368421052631577,6.268046081066132
0.375,0.28571428571428575,6.916562616825104
0.55,0.5714285714285713,6.791698634624481
0.5,0.4736842105263158,6.788201689720154
0.65,0.631578947368421,6.571361660957336
0.75,0.75,6.364874184131622
0.675,0.6976744186046512,6.842524290084839
0.65,0.631578947368421,6.551198065280914
0.55,0.5909090909090908,6.725536108016968
0.7,0.7,6.232114136219025
0.575,0.4848484848484849,6.914655566215515
0.525,0.5581395348837209,6.848701238632202
0.45,0.6071428571428571,6.932302951812744
0.65,0.6818181818181818,6.7855905294418335
0.6,0.6190476190476191,6.768297791481018
