subslice,acc_top,acc_complement,f1_top,f1_complement,loss_top,loss_complement
156,0.975,1.0,0.9743589743589743,1.0,0.020696116902399808,0.007441651105182245
157,0.975,1.0,0.9743589743589743,1.0,0.018721038824878633,0.007413399463985115
158,0.975,1.0,0.9743589743589743,1.0,0.018329864542465657,0.005417008389486
159,0.975,1.0,0.9743589743589743,1.0,0.018438541039358824,0.006740605749655515
160,0.975,1.0,0.9743589743589743,1.0,0.019678416661918163,0.006771909072995186
161,0.975,1.0,0.9743589743589743,1.0,0.01806579704862088,0.0067023100855294615
162,0.975,1.0,0.9743589743589743,1.0,0.01882227254100144,0.00669315381674096
163,0.975,1.0,0.9743589743589743,1.0,0.01837291318224743,0.006553293176693842
164,0.975,1.0,0.9743589743589743,1.0,0.017456442525144666,0.006671345618087798
165,0.975,1.0,0.9743589743589743,1.0,0.018721514788921922,0.007193843892309815
166,0.975,1.0,0.9743589743589743,1.0,0.02083993365522474,0.006203918776009232
167,0.975,1.0,0.9743589743589743,1.0,0.01589493954088539,0.007119956018868834
168,0.975,1.0,0.9743589743589743,1.0,0.016461823950521648,0.006152665213448927
169,0.975,1.0,0.9743589743589743,1.0,0.015737415465991944,0.007178130530519411
170,0.975,1.0,0.9743589743589743,1.0,0.01493142987601459,0.007186596834799275
171,0.975,1.0,0.9743589743589743,1.0,0.015594008727930486,0.006357356003718451
172,0.975,1.0,0.9743589743589743,1.0,0.018238992022816092,0.0070038409903645515
173,0.975,1.0,0.9743589743589743,1.0,0.014145345892757177,0.005927491263719276
174,0.975,1.0,0.9743589743589743,1.0,0.017173457628814504,0.006749565771315247
175,0.975,1.0,0.9743589743589743,1.0,0.01637079141801223,0.007723689399426803
176,0.975,1.0,0.9743589743589743,1.0,0.015946972998790443,0.006654724333202466
177,0.975,1.0,0.9743589743589743,1.0,0.015884628985077143,0.006825073505751789
178,0.975,1.0,0.9743589743589743,1.0,0.01680541568202898,0.008210301370127127
179,0.975,1.0,0.9743589743589743,1.0,0.016226619016379118,0.008202572294976562
180,0.975,1.0,0.9743589743589743,1.0,0.015066642663441598,0.007067629398079589
181,0.975,1.0,0.9743589743589743,1.0,0.0161111808847636,0.006793605105485767
182,0.975,1.0,0.9743589743589743,1.0,0.019159413292072713,0.006995369942160323
183,0.975,1.0,0.9743589743589743,1.0,0.014316374436020851,0.00770534758339636
184,0.975,0.975,0.9743589743589743,0.9743589743589743,0.015414456429425627,0.007464594149496406
185,0.975,1.0,0.9743589743589743,1.0,0.014872381987515837,0.007040570519166067
186,0.975,1.0,0.9743589743589743,1.0,0.01365330972475931,0.008082524524070323
187,0.975,0.975,0.9743589743589743,0.9743589743589743,0.014423884684219956,0.007165662100305781
188,0.975,0.975,0.9743589743589743,0.9743589743589743,0.016350244113709778,0.007988912984728813
189,0.975,0.975,0.9743589743589743,0.9743589743589743,0.015138057511649095,0.007247463567182422
190,0.975,1.0,0.9743589743589743,1.0,0.014028722100192681,0.007284683553734794
191,0.975,1.0,0.9743589743589743,1.0,0.012134436634369195,0.0074796180124394596
192,1.0,1.0,1.0,1.0,0.01476734079187736,0.006733914313372225
193,0.975,1.0,0.9743589743589743,1.0,0.013081270561087877,0.007599132834002376
194,0.975,1.0,0.9743589743589743,1.0,0.014921381894964725,0.0075793194700963795
195,0.975,1.0,0.9743589743589743,1.0,0.016273928515147418,0.00783277431037277
196,0.975,1.0,0.9743589743589743,1.0,0.01559477555565536,0.006545568467117846
197,1.0,1.0,1.0,1.0,0.012348515447229147,0.008406697248574346
198,0.975,1.0,0.9743589743589743,1.0,0.012673650664510205,0.008058371546212584
199,1.0,1.0,1.0,1.0,0.012773436261340976,0.00810170781915076
200,1.0,1.0,1.0,1.0,0.013351645902730525,0.006957271456485614
201,0.975,1.0,0.9743589743589743,1.0,0.0129580081847962,0.008828555583022535
202,1.0,0.975,1.0,0.9743589743589743,0.013262464985018596,0.008094445220194757
203,0.975,1.0,0.9743589743589743,1.0,0.01399819558719173,0.007430341735016555
204,0.975,1.0,0.9743589743589743,1.0,0.013756585656665266,0.007103993906639516
205,0.975,1.0,0.9743589743589743,1.0,0.012227552419062704,0.007515664357924834
206,0.975,1.0,0.9743589743589743,1.0,0.014043979928828776,0.008167632448021322
207,0.975,1.0,0.9743589743589743,1.0,0.013558956678025424,0.007819794758688658
208,0.975,1.0,0.9743589743589743,1.0,0.011936762952245772,0.008126779459416866
209,0.975,1.0,0.9743589743589743,1.0,0.01349654863588512,0.008121522347209975
210,0.975,1.0,0.9743589743589743,1.0,0.014357570908032358,0.008047400566283613
211,0.975,1.0,0.9743589743589743,1.0,0.013663408753927797,0.008176405681297183
212,0.975,1.0,0.9743589743589743,1.0,0.01134194026235491,0.008289353048894554
213,0.975,1.0,0.9743589743589743,1.0,0.01233385200612247,0.007907835009973496
214,0.975,1.0,0.9743589743589743,1.0,0.013136282039340585,0.008238683076342568
215,0.975,1.0,0.9743589743589743,1.0,0.012394955730997026,0.00815564050571993
216,0.975,1.0,0.9743589743589743,1.0,0.013432243140414357,0.008383656793739647
217,0.975,1.0,0.9743589743589743,1.0,0.012576681794598699,0.008467203559121117
218,0.975,1.0,0.9743589743589743,1.0,0.011137870606034994,0.008681736333528534
219,0.975,1.0,0.9743589743589743,1.0,0.012347485346253961,0.008918713661842048
220,0.975,1.0,0.9743589743589743,1.0,0.01290951605187729,0.010229559382423759
221,0.975,1.0,0.9743589743589743,1.0,0.011912363217561506,0.008223790500778705
222,0.975,1.0,0.9743589743589743,1.0,0.01322891324525699,0.008646242291433737
223,0.975,1.0,0.9743589743589743,1.0,0.013641366560477763,0.00858852663077414
224,0.975,1.0,0.9743589743589743,1.0,0.011124606477096677,0.00840058343601413
225,0.975,1.0,0.9743589743589743,1.0,0.011646445462247357,0.008872882230207324
226,0.975,1.0,0.9743589743589743,1.0,0.01438795450667385,0.009290609188610688
227,0.975,1.0,0.9743589743589743,1.0,0.01154730562120676,0.00860945030581206
228,0.975,1.0,0.9743589743589743,1.0,0.011944486352149397,0.00938117498299107
229,0.975,1.0,0.9743589743589743,1.0,0.012701104715233669,0.008801424643024802
230,0.975,1.0,0.9743589743589743,1.0,0.010636323888320476,0.009917436225805432
231,0.975,1.0,0.9743589743589743,1.0,0.011660716903861612,0.008696529315784574
232,0.975,1.0,0.9743589743589743,1.0,0.011293371266219765,0.008896043058484793
233,1.0,1.0,1.0,1.0,0.010852428589714691,0.010105741617735475
234,1.0,1.0,1.0,1.0,0.011456713429652154,0.009473386802710593
235,1.0,1.0,1.0,1.0,0.010050231241621077,0.008697681245394051
236,1.0,1.0,1.0,1.0,0.01153856675955467,0.008767841820372269
237,1.0,1.0,1.0,1.0,0.010788537038024515,0.009547726775053889
238,1.0,1.0,1.0,1.0,0.01129926834255457,0.00911441061180085
239,1.0,1.0,1.0,1.0,0.011208527896087617,0.009809100272832438
240,1.0,1.0,1.0,1.0,0.0102369703236036,0.009448246186366305
241,1.0,1.0,1.0,1.0,0.013180566660594195,0.009472341451328248
242,1.0,1.0,1.0,1.0,0.0114898846950382,0.009150950936600566
243,1.0,1.0,1.0,1.0,0.011212453828193247,0.010044178110547364
244,1.0,1.0,1.0,1.0,0.011316585732856765,0.009424538933672011
245,1.0,1.0,1.0,1.0,0.009857495286269113,0.009793821896892041
246,1.0,1.0,1.0,1.0,0.00965721645479789,0.009780177380889654
247,1.0,1.0,1.0,1.0,0.01038215751759708,0.009960386145394295
248,1.0,1.0,1.0,1.0,0.010377689526649192,0.009509944735327736
249,1.0,1.0,1.0,1.0,0.010574173764325678,0.009803734836168587
250,0.975,1.0,0.9743589743589743,1.0,0.009944579709554091,0.010512885404750705
251,0.975,1.0,0.9743589743589743,1.0,0.009445602423511446,0.009939138661138713
252,1.0,1.0,1.0,1.0,0.01080725627252832,0.010752019297797233
253,1.0,1.0,1.0,1.0,0.009827716276049614,0.010672725620679557
254,0.975,1.0,0.9743589743589743,1.0,0.00951822311617434,0.010665758280083537
255,0.975,1.0,0.9743589743589743,1.0,0.009435239480808377,0.009103519434574991
256,0.975,1.0,0.9743589743589743,1.0,0.010472367604961619,0.009514442237559706
257,1.0,1.0,1.0,1.0,0.009445286879781634,0.010673180862795562
258,0.975,1.0,0.9743589743589743,1.0,0.010189058200921863,0.009436430991627276
259,1.0,1.0,1.0,1.0,0.009634409158024937,0.011229734518565238
260,1.0,1.0,1.0,1.0,0.009903119702357799,0.010477963893208653
261,1.0,1.0,1.0,1.0,0.009527921967674047,0.010938565304968506
262,0.975,1.0,0.9743589743589743,1.0,0.009830158698605374,0.01200391974998638
263,0.975,1.0,0.9743589743589743,1.0,0.008930123061873019,0.010649410309270024
264,1.0,1.0,1.0,1.0,0.010249900165945292,0.010578341141808778
265,0.975,1.0,0.9743589743589743,1.0,0.010398545680800453,0.012017877423204482
266,0.975,1.0,0.9743589743589743,1.0,0.009458890068344772,0.010623431124258786
267,0.975,1.0,0.9743589743589743,1.0,0.008333975973073393,0.011778044980019331
268,0.975,1.0,0.9743589743589743,1.0,0.009862847975455225,0.010897323547396809
269,1.0,1.0,1.0,1.0,0.01014580624178052,0.009988404053729028
270,0.975,1.0,0.9743589743589743,1.0,0.010234907880658284,0.011406445293687284
271,0.975,1.0,0.9743589743589743,1.0,0.009702222829218954,0.011522438493557274
272,0.975,1.0,0.9743589743589743,1.0,0.009204149740980938,0.011478006548713893
273,1.0,1.0,1.0,1.0,0.0086620282381773,0.011776273866416886
274,1.0,1.0,1.0,1.0,0.008785467158304527,0.010413865384180099
275,1.0,1.0,1.0,1.0,0.009852809802396223,0.011732820479664952
276,1.0,1.0,1.0,1.0,0.00872199414880015,0.011405615194234997
277,1.0,0.975,1.0,0.9743589743589743,0.008785567100858316,0.0112388443085365
278,1.0,1.0,1.0,1.0,0.009005414438433945,0.010844569653272629
279,1.0,1.0,1.0,1.0,0.008685311593580991,0.012627626827452332
280,1.0,1.0,1.0,1.0,0.01024724284070544,0.011915906798094511
281,1.0,0.975,1.0,0.9743589743589743,0.008737192867556587,0.01220138615462929
282,1.0,1.0,1.0,1.0,0.008643479697639123,0.01222743556718342
283,1.0,0.975,1.0,0.9743589743589743,0.008536851732060313,0.011024100182112306
284,1.0,0.975,1.0,0.975609756097561,0.008263600895588752,0.012131678231526166
285,1.0,0.975,1.0,0.975609756097561,0.009020289508043788,0.011849245696794242
286,1.0,0.975,1.0,0.975609756097561,0.008445573679637164,0.012316751992329955
287,1.0,0.975,1.0,0.975609756097561,0.007631759915966541,0.013051656889729202
288,1.0,0.975,1.0,0.975609756097561,0.008465591759886593,0.012273061263840646
289,1.0,0.975,1.0,0.975609756097561,0.009048492123838514,0.01176087133353576
290,1.0,0.975,1.0,0.975609756097561,0.008060119900619611,0.012089543743059039
291,1.0,0.975,1.0,0.975609756097561,0.009836985089350492,0.011334404989611357
292,1.0,0.975,1.0,0.975609756097561,0.008420112615567632,0.0128481017309241
293,1.0,0.975,1.0,0.975609756097561,0.007494400633731857,0.012592415907420218
294,0.975,0.975,0.9743589743589743,0.975609756097561,0.007826022483641282,0.012599330977536738
295,0.975,0.975,0.9743589743589743,0.975609756097561,0.0071956407045945525,0.012361982080619782
296,1.0,0.975,1.0,0.975609756097561,0.008904031419660896,0.011524708708748221
297,1.0,0.975,1.0,0.975609756097561,0.007624250225489959,0.012250223953742534
298,1.0,0.975,1.0,0.975609756097561,0.00733745691832155,0.013628918386530131
299,1.0,0.975,1.0,0.975609756097561,0.00825125549454242,0.012825276935473084
300,1.0,0.975,1.0,0.975609756097561,0.008363984496099874,0.012591010774485767
301,1.0,0.975,1.0,0.975609756097561,0.007898362906416878,0.013309717876836658
302,1.0,0.975,1.0,0.975609756097561,0.008397710102144629,0.012700378545559943
303,1.0,0.975,1.0,0.975609756097561,0.007987217599293217,0.013151160557754338
304,1.0,0.975,1.0,0.975609756097561,0.0086268819286488,0.014026880613528192
305,1.0,0.975,1.0,0.975609756097561,0.007376545516308397,0.013761683483608067
306,1.0,0.975,1.0,0.975609756097561,0.009352257184218615,0.013483058894053102
307,1.0,0.975,1.0,0.975609756097561,0.006870483834063634,0.013329124893061817
308,1.0,0.975,1.0,0.975609756097561,0.008094600576441735,0.016092647856567055
309,1.0,0.975,1.0,0.975609756097561,0.008379215956665576,0.013568019028753042
310,1.0,0.975,1.0,0.975609756097561,0.007824061583960429,0.013767014490440488
311,1.0,0.975,1.0,0.975609756097561,0.007409028970869258,0.01583965541794896
312,1.0,0.975,1.0,0.975609756097561,0.007586799940327182,0.015009874594397843
313,1.0,0.975,1.0,0.975609756097561,0.007952561136335135,0.015354857197962701
314,1.0,0.975,1.0,0.975609756097561,0.008328551368322223,0.01500925311120227
315,1.0,0.975,1.0,0.975609756097561,0.007479342617443763,0.014413464115932584
316,1.0,0.975,1.0,0.975609756097561,0.006383657018886879,0.014693191507831216
317,1.0,0.975,1.0,0.975609756097561,0.00692189164692536,0.01590545172803104
318,1.0,0.975,1.0,0.975609756097561,0.007447946540196426,0.01612381002632901
319,1.0,0.975,1.0,0.975609756097561,0.007468903204426169,0.014619913999922574
320,1.0,0.975,1.0,0.975609756097561,0.00715122462133877,0.015513909456785768
321,1.0,0.975,1.0,0.975609756097561,0.007014197937678546,0.01564776577288285
322,1.0,0.975,1.0,0.975609756097561,0.00731503899442032,0.016075368970632553
323,1.0,0.975,1.0,0.975609756097561,0.006633908080402762,0.015273821132723242
324,1.0,0.95,1.0,0.9500000000000001,0.006633806973695755,0.015945095336064696
325,1.0,0.95,1.0,0.9500000000000001,0.006798884045565501,0.01709773577749729
326,1.0,0.95,1.0,0.9500000000000001,0.006917498103575781,0.016748799185734242
327,1.0,0.975,1.0,0.975609756097561,0.00686928398499731,0.019241155474446714
328,1.0,0.975,1.0,0.975609756097561,0.008298914195620455,0.016600740666035563
329,1.0,0.975,1.0,0.975609756097561,0.006290454155532643,0.018088762881234288
330,0.975,0.975,0.9743589743589743,0.975609756097561,0.006227914127521217,0.017961738049052656
331,1.0,0.975,1.0,0.975609756097561,0.006850121368188411,0.017252828809432685
332,0.975,0.975,0.9743589743589743,0.975609756097561,0.006487170729087666,0.017586117726750672
333,0.975,0.975,0.9743589743589743,0.975609756097561,0.0063942653650883585,0.016827995714265853
334,1.0,0.95,1.0,0.9500000000000001,0.007145191892050207,0.018431954609695822
335,1.0,0.95,1.0,0.9500000000000001,0.006857299347757362,0.01901882770471275
336,1.0,0.975,1.0,0.975609756097561,0.006281900219619274,0.01905753486789763
337,1.0,0.95,1.0,0.9500000000000001,0.006714398827170953,0.018661209614947438
338,1.0,0.975,1.0,0.975609756097561,0.006439416640205309,0.019427495368290693
339,1.0,0.95,1.0,0.9500000000000001,0.006823357311077416,0.021836090949364007
340,1.0,0.95,1.0,0.9500000000000001,0.006336986174574122,0.018216488882899284
341,0.975,0.975,0.9743589743589743,0.975609756097561,0.006982393402722664,0.019994544447399676
342,1.0,0.95,1.0,0.9523809523809523,0.006394095020368695,0.021033345605246723
343,1.0,0.925,1.0,0.9268292682926829,0.0064683456148486584,0.020495878183282912
344,0.975,0.95,0.9743589743589743,0.9523809523809523,0.0064265594992320985,0.02142469526734203
345,1.0,0.95,1.0,0.9523809523809523,0.007045949940220453,0.021355363773182034
346,0.975,0.95,0.9743589743589743,0.9523809523809523,0.006780408672057092,0.02028099773451686
347,0.975,0.95,0.9743589743589743,0.9523809523809523,0.0068755061947740614,0.019469006801955402
348,0.975,0.95,0.9743589743589743,0.9523809523809523,0.007702849063207395,0.019413935602642596
349,1.0,0.95,1.0,0.9523809523809523,0.006563826318597421,0.020863802754320204
