subslice,acc_top,acc_complement,f1_top,f1_complement,loss_top,loss_complement
1,0.925,1.0,0.9230769230769231,1.0,4.878234803676605,0.0028829582151956856
2,0.95,1.0,0.9500000000000001,1.0,3.9860424995422363,0.002946652821265161
3,0.975,1.0,0.9743589743589743,1.0,3.0097046941518784,0.0029650825745193288
4,0.975,1.0,0.9743589743589743,1.0,2.0362576097249985,0.0034739842812996358
5,0.975,1.0,0.9743589743589743,1.0,1.9928821921348572,0.003336916255648248
6,0.975,1.0,0.9743589743589743,1.0,1.356192097067833,0.003125735544017516
7,1.0,1.0,1.0,1.0,1.226562887430191,0.002670745874638669
8,1.0,1.0,1.0,1.0,1.0397459231317043,0.003207806483260356
9,1.0,1.0,1.0,1.0,0.9563020803034306,0.002833719234331511
10,1.0,1.0,1.0,1.0,0.9109081830829382,0.0033307568373857066
