accuracy,loss
0.6451612710952759,4.771129250526428
0.7096773982048035,4.871202111244202
0.6451612710952759,4.939927458763123
0.6451612710952759,4.792909502983093
0.6129032373428345,4.9441253542900085
0.6129032373428345,5.047808349132538
0.6129032373428345,4.953889191150665
0.6774193644523621,4.838975667953491
0.6774193644523621,4.7594287395477295
0.6129032373428345,4.956266850233078
0.7096773982048035,4.817738354206085
0.6129032373428345,5.097119987010956
0.6451612710952759,4.750204503536224
0.6451612710952759,5.145833194255829
0.7096773982048035,4.545928508043289
0.7419354915618896,4.039368361234665
0.6451612710952759,5.055962175130844
0.6129032373428345,5.048658937215805
0.6451612710952759,4.675347089767456
0.7096773982048035,4.527964413166046
0.6451612710952759,4.9731162786483765
0.6129032373428345,5.048308789730072
0.5806451439857483,4.598686903715134
0.6129032373428345,5.083897083997726
0.7096773982048035,4.2985614240169525
0.6129032373428345,4.95643025636673
0.6129032373428345,5.09811532497406
0.6129032373428345,5.023380726575851
0.6129032373428345,5.066824346780777
0.7096773982048035,4.312641948461533
0.5806451439857483,4.827310651540756
0.6451612710952759,4.8754023015499115
0.6451612710952759,4.965341866016388
0.6129032373428345,4.983487546443939
0.6451612710952759,4.831881374120712
0.6774193644523621,4.964982390403748
0.6129032373428345,5.085390150547028
0.6774193644523621,4.706101149320602
0.6129032373428345,5.05762904882431
0.6451612710952759,4.713425099849701
0.7419354915618896,3.869065523147583
0.6129032373428345,4.751593708992004
0.6774193644523621,4.734677851200104
0.6451612710952759,4.657898873090744
0.6129032373428345,5.0515585243701935
0.6129032373428345,5.081245064735413
0.6129032373428345,5.08439040184021
0.774193525314331,4.205697417259216
0.6129032373428345,5.082906782627106
0.6129032373428345,5.041304230690002
0.6774193644523621,4.745031833648682
0.6129032373428345,5.0645716190338135
0.6129032373428345,5.056299388408661
0.6451612710952759,4.476842224597931
0.6129032373428345,5.102455049753189
0.7096773982048035,4.460763156414032
0.6129032373428345,5.086177587509155
0.8064516186714172,4.847521901130676
0.6774193644523621,4.956827849149704
0.6129032373428345,5.09206348657608
0.6451612710952759,4.762498587369919
0.6774193644523621,3.8597241938114166
0.8064516186714172,4.061592683196068
0.6451612710952759,4.838772773742676
0.6129032373428345,4.672811508178711
0.6129032373428345,5.069316953420639
0.6129032373428345,5.0337227284908295
0.6774193644523621,4.675228297710419
0.6129032373428345,5.14984256029129
0.5806451439857483,4.759843677282333
0.6129032373428345,5.075463116168976
0.6129032373428345,5.024263560771942
0.6129032373428345,4.826935946941376
0.6129032373428345,5.040479958057404
0.6129032373428345,5.0635828375816345
0.7096773982048035,4.800880193710327
0.7096773982048035,4.186343044042587
0.6129032373428345,4.907773315906525
0.6129032373428345,4.980985939502716
0.6129032373428345,5.08130544424057
0.6129032373428345,4.6356250792741776
0.6129032373428345,5.070552706718445
0.6774193644523621,4.716074109077454
0.7419354915618896,4.357181161642075
0.6774193644523621,4.728620529174805
0.6129032373428345,4.736848920583725
0.6774193644523621,4.709637254476547
0.6129032373428345,5.034242689609528
0.6129032373428345,4.926208019256592
0.6129032373428345,4.646923243999481
0.7096773982048035,4.189890593290329
